0,0,1,0.785398163397448,0,-6,0
0.001,0,0.993995095,0.785398163397448,0,-6.00981,0
0.002,0,0.98798038,0.785398163397448,0,-6.01962,0
0.003,0,0.981955855,0.785398163397448,0,-6.02943,0
0.004,0,0.97592152,0.785398163397448,0,-6.03924,0
0.005,0,0.969877375,0.785398163397448,0,-6.04905,0
0.006,0,0.96382342,0.785398163397448,0,-6.05886,0
0.007,0,0.957759655,0.785398163397448,0,-6.06867,0
0.008,0,0.95168608,0.785398163397448,0,-6.07848,0
0.009,0,0.945602695,0.785398163397448,0,-6.08829,0
0.01,0,0.9395095,0.785398163397448,0,-6.0981,0
0.011,0,0.933406495,0.785398163397448,0,-6.10791,0
0.012,0,0.92729368,0.785398163397448,0,-6.11772,0
0.013,0,0.921171055,0.785398163397448,0,-6.12753,0
0.014,0,0.91503862,0.785398163397448,0,-6.13734,0
0.015,0,0.908896375,0.785398163397448,0,-6.14715,0
0.016,0,0.90274432,0.785398163397448,0,-6.15696,0
0.017,0,0.896582455,0.785398163397448,0,-6.16677,0
0.018,0,0.89041078,0.785398163397448,0,-6.17658,0
0.019,0,0.884229295,0.785398163397448,0,-6.18639,0
0.02,0,0.878038,0.785398163397448,0,-6.1962,0
0.021,0,0.871836895,0.785398163397448,0,-6.20601,0
0.022,0,0.86562598,0.785398163397448,0,-6.21582,0
0.023,0,0.859405255,0.785398163397448,0,-6.22563,0
0.024,0,0.85317472,0.785398163397448,0,-6.23544,0
0.025,0,0.846934375,0.785398163397448,0,-6.24525,0
0.026,0,0.84068422,0.785398163397448,0,-6.25506,0
0.027,0,0.834424255,0.785398163397448,0,-6.26487,0
0.028,0,0.82815448,0.785398163397448,0,-6.27468,0
0.029,0,0.821874895,0.785398163397448,0,-6.28449,0
0.03,0,0.8155855,0.785398163397448,0,-6.2943,0
0.031,0,0.809286295,0.785398163397448,0,-6.30411,0
0.032,0,0.80297728,0.785398163397448,0,-6.31392,0
0.033,0,0.796658455,0.785398163397448,0,-6.32373,0
0.034,0,0.79032982,0.785398163397448,0,-6.33354,0
0.035,0,0.783991375,0.785398163397448,0,-6.34335,0
0.036,0,0.77764312,0.785398163397448,0,-6.35316,0
0.037,0,0.771285055,0.785398163397448,0,-6.36297,0
0.038,0,0.76491718,0.785398163397448,0,-6.37278,0
0.039,0,0.758539495,0.785398163397448,0,-6.38259,0
0.04,0,0.752152,0.785398163397448,0,-6.3924,0
0.041,0,0.745754695,0.785398163397448,0,-6.40221,0
0.042,0,0.73934758,0.785398163397448,0,-6.41202,0
0.043,0,0.732930655,0.785398163397448,0,-6.42183,0
0.044,0,0.72650392,0.785398163397448,0,-6.43164,0
0.045,0,0.720067375,0.785398163397448,0,-6.44145,0
0.046,0,0.71362102,0.785398163397448,0,-6.45126,0
0.047,0,0.707164855,0.785398163397448,0,-6.46107,0
0.048,0,0.70094191619144,0.802584029468382,0,-6.22339754301893,17.5002777404618
0.049,0,0.694713613648421,0.820084307208844,0,-6.23320754301893,17.5002777404618
