0,0.5,0.2,0,0.2,0.1,0,0.8,0.1,0,0.628318530717962,3.5527136788005e-15,-1.59872115546023e-14,0.628318530717962,0,-6.2831853071796,0.628318530717998,-3.5527136788005e-15,-6.28318530717994
0.001,0.500628318530718,0.2,-1.59775593963654e-17,0.200628318530718,0.1,-0.0062831853071796,0.800628318530718,0.1,-0.00628318530717994,0.628318530717962,3.55342422153626e-15,-1.59679072381286e-14,0.628318530717962,-7.105427357601e-18,-6.2831853071796,0.628318530717998,-3.5456082514429e-15,-6.28318530717994
0.002,0.501256637061436,0.2,-3.19356845346971e-17,0.201256637061436,0.1,-0.0125663706143592,0.801256637061436,0.1,-0.0125663706143599,0.628318530717962,3.55407624860049e-15,-1.59483476877536e-14,0.628318530717962,-1.4210854715202e-17,-6.2831853071796,0.628318530717998,-3.5385028240853e-15,-6.28318530717994
0.003,0.501884955592154,0.2,-4.78740856421061e-17,0.201884955592154,0.1,-0.0188495559215388,0.801884955592154,0.1,-0.0188495559215398,0.628318530717962,3.55473410473412e-15,-1.5928462372119e-14,0.628318530717962,-2.1316282072803e-17,-6.2831853071796,0.628318530717998,-3.5313973967277e-15,-6.28318530717994
0.004,0.502513274122872,0.2,-6.37929145008215e-17,0.202513274122872,0.1,-0.0251327412287184,0.802513274122872,0.1,-0.0251327412287198,0.628318530717962,3.55566523579982e-15,-1.59089881588597e-14,0.628318530717962,-2.8421709430404e-17,-6.2831853071796,0.628318530717998,-3.5242919693701e-15,-6.28318530717994
0.005,0.50314159265359,0.2,-7.96925056939319e-17,0.20314159265359,0.1,-0.031415926535898,0.80314159265359,0.1,-0.0314159265358997,0.628318530717962,3.55693882064674e-15,-1.58901908420975e-14,0.628318530717962,-3.5527136788005e-17,-6.2831853071796,0.628318530717998,-3.5171865420125e-15,-6.28318530717994
0.006,0.503769911184308,0.2,-9.55733619006063e-17,0.203769911184308,0.1,-0.0376991118430776,0.803769911184308,0.1,-0.0376991118430796,0.628318530717962,3.55841352444187e-15,-1.58718212615524e-14,0.628318530717962,-4.2632564145606e-17,-6.2831853071796,0.628318530717998,-3.5100811146549e-15,-6.28318530717994
0.007,0.504398229715026,0.2,-1.11436452585231e-16,0.204398229715026,0.1,-0.0439822971502572,0.804398229715026,0.1,-0.0439822971502596,0.628318530717962,3.55971503331485e-15,-1.58535101833005e-14,0.628318530717962,-4.9737991503207e-17,-6.2831853071796,0.628318530717998,-3.50264998719844e-15,-6.28318530717994
0.008,0.505026548245744,0.2,-1.27282698940433e-16,0.205026548245744,0.1,-0.0502654824574368,0.805026548245744,0.1,-0.0502654824574395,0.628318530717962,3.5606248539634e-15,-1.58356296674226e-14,0.628318530717962,-5.6843418860808e-17,-6.2831853071796,0.628318530717998,-3.49423371189188e-15,-6.28318530717994
0.009,0.505654866776462,0.2,-1.43111621663913e-16,0.205654866776462,0.1,-0.0565486677646164,0.805654866776462,0.1,-0.0565486677646195,0.628318530717962,3.56129088542788e-15,-1.58179740074542e-14,0.628318530717962,-6.3948846218409e-17,-6.2831853071796,0.628318530717998,-3.48517283090417e-15,-6.28318530717994
